RUN	ResgasaSimulation	resgasasimulation	1582316329495	 	3.3.1
USER	Pedido	5	START	1582316333093	1582316333093
USER	Pedido	10	START	1582316333102	1582316333102
USER	Pedido	7	START	1582316333098	1582316333098
USER	Pedido	3	START	1582316333090	1582316333090
USER	Pedido	8	START	1582316333091	1582316333091
USER	Pedido	6	START	1582316333091	1582316333091
USER	Pedido	4	START	1582316333090	1582316333090
USER	Pedido	1	START	1582316333090	1582316333090
USER	Pedido	9	START	1582316333097	1582316333097
USER	Pedido	2	START	1582316333090	1582316333090
REQUEST	3		ResgasaToken	1582316333209	1582316333415	OK	 
REQUEST	2		ResgasaToken	1582316333209	1582316333427	OK	 
REQUEST	6		ResgasaToken	1582316333209	1582316333414	OK	 
REQUEST	5		ResgasaToken	1582316333209	1582316333488	OK	 
REQUEST	7		ResgasaToken	1582316333208	1582316333426	OK	 
REQUEST	1		ResgasaToken	1582316333209	1582316333427	OK	 
REQUEST	10		ResgasaToken	1582316333209	1582316333634	OK	 
REQUEST	8		ResgasaToken	1582316333213	1582316333396	OK	 
REQUEST	4		ResgasaToken	1582316333209	1582316333396	OK	 
REQUEST	9		ResgasaToken	1582316333208	1582316333638	OK	 
REQUEST	6		Pedido	1582316333662	1582316333816	OK	 
REQUEST	2		Pedido	1582316333657	1582316341598	OK	 
REQUEST	7		Pedido	1582316333673	1582316344634	OK	 
REQUEST	7		Pedido	1582316345454	1582316345568	OK	 
REQUEST	10		Pedido	1582316333680	1582316345748	OK	 
REQUEST	9		Pedido	1582316333687	1582316348961	OK	 
REQUEST	6		Pedido	1582316334629	1582316350031	OK	 
REQUEST	1		Pedido	1582316333675	1582316351269	OK	 
REQUEST	1		Pedido	1582316352087	1582316352178	OK	 
REQUEST	5		Pedido	1582316333671	1582316356568	OK	 
REQUEST	7		Pedido	1582316346569	1582316357593	OK	 
REQUEST	4		Pedido	1582316333685	1582316360678	OK	 
REQUEST	6		Pedido	1582316351027	1582316362228	KO	status.find.is(200), but actually found 500
REQUEST	8		Pedido	1582316333677	1582316363408	OK	 
REQUEST	8		Pedido	1582316364187	1582316364278	OK	 
REQUEST	9		Pedido	1582316349977	1582316366421	OK	 
REQUEST	9		Pedido	1582316367426	1582316367520	OK	 
REQUEST	9		Pedido	1582316368518	1582316368618	OK	 
REQUEST	2		Pedido	1582316342417	1582316369328	OK	 
REQUEST	5		Pedido	1582316357448	1582316372308	OK	 
REQUEST	7		Pedido	1582316358607	1582316373513	OK	 
REQUEST	10		Pedido	1582316346768	1582316376783	OK	 
REQUEST	10		Pedido	1582316377777	1582316377868	OK	 
REQUEST	1		Pedido	1582316353177	1582316379893	OK	 
REQUEST	4		Pedido	1582316361457	1582316380974	OK	 
REQUEST	2		Pedido	1582316370329	1582316382158	OK	 
REQUEST	3		Pedido	1582316333666	1582316385271	OK	 
REQUEST	3		Pedido	1582316386066	1582316386168	OK	 
REQUEST	9		Pedido	1582316369627	1582316386438	OK	 
REQUEST	3		Pedido	1582316387176	1582316387278	OK	 
REQUEST	3		Pedido	1582316388277	1582316388368	OK	 
REQUEST	7		Pedido	1582316374507	1582316389388	OK	 
REQUEST	1		Pedido	1582316380897	1582316390681	OK	 
REQUEST	5		Pedido	1582316373307	1582316393593	OK	 
REQUEST	8		Pedido	1582316365277	1582316394828	OK	 
REQUEST	2		Pedido	1582316383166	1582316396110	OK	 
REQUEST	6		Pedido	1582316363237	1582316397443	OK	 
REQUEST	7		Pedido	1582316390397	1582316398308	OK	 
REQUEST	4		Pedido	1582316381987	1582316399538	OK	 
REQUEST	9		Pedido	1582316387436	1582316400823	OK	 
REQUEST	1		Pedido	1582316391677	1582316402100	OK	 
REQUEST	10		Pedido	1582316378888	1582316403327	OK	 
REQUEST	5		Pedido	1582316394586	1582316404133	OK	 
REQUEST	3		Pedido	1582316389378	1582316405079	OK	 
REQUEST	6		Pedido	1582316398457	1582316406380	OK	 
REQUEST	2		Pedido	1582316397107	1582316409308	OK	 
REQUEST	2		Pedido	1582316410318	1582316410403	OK	 
REQUEST	8		Pedido	1582316395837	1582316412727	OK	 
REQUEST	7		Pedido	1582316399306	1582316413780	OK	 
REQUEST	7		Pedido	1582316414786	1582316414878	OK	 
REQUEST	4		Pedido	1582316400527	1582316415228	OK	 
REQUEST	10		Pedido	1582316404326	1582316416259	OK	 
REQUEST	4		Pedido	1582316416237	1582316416348	OK	 
REQUEST	1		Pedido	1582316403107	1582316416738	KO	status.find.is(200), but actually found 500
REQUEST	10		Pedido	1582316417266	1582316417360	OK	 
REQUEST	9		Pedido	1582316401826	1582316417918	OK	 
REQUEST	5		Pedido	1582316405156	1582316419288	OK	 
REQUEST	6		Pedido	1582316407377	1582316420386	OK	 
REQUEST	3		Pedido	1582316406076	1582316420858	KO	status.find.is(200), but actually found 500
REQUEST	2		Pedido	1582316411400	1582316422009	OK	 
REQUEST	2		Pedido	1582316423017	1582316423128	OK	 
REQUEST	2		Pedido	1582316424130	1582316424268	OK	 
REQUEST	8		Pedido	1582316413726	1582316424948	OK	 
REQUEST	7		Pedido	1582316415877	1582316426141	OK	 
REQUEST	10		Pedido	1582316418356	1582316427348	OK	 
REQUEST	1		Pedido	1582316417736	1582316428523	OK	 
REQUEST	4		Pedido	1582316417347	1582316429668	OK	 
REQUEST	4		Pedido	1582316430666	1582316430800	OK	 
REQUEST	9		Pedido	1582316418927	1582316431027	OK	 
REQUEST	3		Pedido	1582316421866	1582316432248	OK	 
REQUEST	8		Pedido	1582316425956	1582316433287	OK	 
REQUEST	3		Pedido	1582316433248	1582316433370	OK	 
REQUEST	6		Pedido	1582316421387	1582316436123	OK	 
REQUEST	2		Pedido	1582316425266	1582316436848	OK	 
REQUEST	10		Pedido	1582316428357	1582316437790	OK	 
USER	Pedido	2	END	1582316333090	1582316437852
REQUEST	7		Pedido	1582316427147	1582316438868	OK	 
USER	Pedido	7	END	1582316333098	1582316439866
REQUEST	5		Pedido	1582316420277	1582316439930	OK	 
REQUEST	1		Pedido	1582316429526	1582316442885	OK	 
REQUEST	8		Pedido	1582316434286	1582316443923	OK	 
REQUEST	3		Pedido	1582316434366	1582316444970	OK	 
REQUEST	9		Pedido	1582316432027	1582316446083	OK	 
REQUEST	10		Pedido	1582316438787	1582316447358	OK	 
REQUEST	4		Pedido	1582316431806	1582316450683	OK	 
REQUEST	4		Pedido	1582316451677	1582316451783	OK	 
REQUEST	6		Pedido	1582316437117	1582316453343	OK	 
REQUEST	1		Pedido	1582316443896	1582316454283	OK	 
REQUEST	5		Pedido	1582316440936	1582316455128	OK	 
REQUEST	1		Pedido	1582316455276	1582316455378	OK	 
REQUEST	5		Pedido	1582316456127	1582316456218	OK	 
USER	Pedido	1	END	1582316333090	1582316456385
REQUEST	8		Pedido	1582316444926	1582316456390	OK	 
REQUEST	3		Pedido	1582316445977	1582316457278	OK	 
REQUEST	9		Pedido	1582316447076	1582316458057	OK	 
USER	Pedido	3	END	1582316333090	1582316458275
USER	Pedido	9	END	1582316333097	1582316459066
REQUEST	10		Pedido	1582316448356	1582316459118	OK	 
USER	Pedido	10	END	1582316333102	1582316460126
REQUEST	4		Pedido	1582316452786	1582316460253	OK	 
REQUEST	6		Pedido	1582316454346	1582316461218	OK	 
USER	Pedido	4	END	1582316333090	1582316461256
REQUEST	6		Pedido	1582316462226	1582316462331	OK	 
REQUEST	5		Pedido	1582316457227	1582316462853	OK	 
USER	Pedido	6	END	1582316333091	1582316463326
REQUEST	8		Pedido	1582316457387	1582316463458	OK	 
REQUEST	8		Pedido	1582316464467	1582316464538	OK	 
USER	Pedido	8	END	1582316333091	1582316465536
REQUEST	5		Pedido	1582316463846	1582316468085	OK	 
USER	Pedido	5	END	1582316333093	1582316469095
