RUN	ResgasaSimulation	resgasasimulation	1582733554717	 	3.3.1
USER	Pedido	45	START	1582733557496	1582733557496
USER	Pedido	78	START	1582733557509	1582733557509
USER	Pedido	33	START	1582733557492	1582733557492
USER	Pedido	71	START	1582733557507	1582733557507
USER	Pedido	14	START	1582733557479	1582733557479
USER	Pedido	76	START	1582733557509	1582733557509
USER	Pedido	77	START	1582733557509	1582733557509
USER	Pedido	5	START	1582733557390	1582733557390
USER	Pedido	1	START	1582733557385	1582733557385
REQUEST	4		ResgasaToken	1582733557475	1582733557623	OK	 
REQUEST	27		ResgasaToken	1582733557491	1582733557634	OK	 
REQUEST	55		ResgasaToken	1582733557502	1582733557624	OK	 
REQUEST	29		ResgasaToken	1582733557492	1582733557642	OK	 
REQUEST	25		ResgasaToken	1582733557491	1582733557623	OK	 
REQUEST	6		ResgasaToken	1582733557489	1582733557628	OK	 
REQUEST	24		ResgasaToken	1582733557490	1582733557628	OK	 
REQUEST	50		ResgasaToken	1582733557500	1582733557623	OK	 
REQUEST	48		ResgasaToken	1582733557501	1582733557768	OK	 
REQUEST	20		ResgasaToken	1582733557488	1582733557776	OK	 
REQUEST	3		ResgasaToken	1582733557475	1582733557775	OK	 
REQUEST	7		ResgasaToken	1582733557475	1582733557779	OK	 
REQUEST	1		ResgasaToken	1582733557475	1582733557778	OK	 
REQUEST	13		ResgasaToken	1582733557479	1582733557779	OK	 
REQUEST	14		ResgasaToken	1582733557480	1582733557775	OK	 
REQUEST	18		ResgasaToken	1582733557488	1582733557774	OK	 
REQUEST	56		ResgasaToken	1582733557503	1582733557774	OK	 
REQUEST	11		ResgasaToken	1582733557493	1582733557785	OK	 
REQUEST	73		ResgasaToken	1582733557508	1582733557786	OK	 
REQUEST	79		ResgasaToken	1582733557511	1582733557786	OK	 
REQUEST	10		ResgasaToken	1582733557475	1582733557798	OK	 
REQUEST	22		ResgasaToken	1582733557489	1582733557789	OK	 
REQUEST	39		ResgasaToken	1582733557495	1582733557799	OK	 
REQUEST	47		ResgasaToken	1582733557508	1582733557801	OK	 
REQUEST	45		ResgasaToken	1582733557514	1582733557787	OK	 
REQUEST	12		ResgasaToken	1582733557475	1582733557785	OK	 
REQUEST	16		ResgasaToken	1582733557485	1582733557792	OK	 
REQUEST	44		ResgasaToken	1582733557496	1582733557804	OK	 
REQUEST	32		ResgasaToken	1582733557493	1582733557804	OK	 
REQUEST	34		ResgasaToken	1582733557493	1582733557804	OK	 
REQUEST	61		ResgasaToken	1582733557504	1582733557804	OK	 
REQUEST	2		ResgasaToken	1582733557488	1582733557806	OK	 
REQUEST	77		ResgasaToken	1582733557527	1582733557806	OK	 
REQUEST	36		ResgasaToken	1582733557494	1582733557806	OK	 
REQUEST	30		ResgasaToken	1582733557492	1582733557807	OK	 
REQUEST	8		ResgasaToken	1582733557481	1582733557806	OK	 
REQUEST	28		ResgasaToken	1582733557491	1582733557808	OK	 
REQUEST	21		ResgasaToken	1582733557489	1582733557808	OK	 
REQUEST	54		ResgasaToken	1582733557502	1582733557809	OK	 
REQUEST	26		ResgasaToken	1582733557496	1582733557810	OK	 
REQUEST	5		ResgasaToken	1582733557477	1582733557810	OK	 
REQUEST	60		ResgasaToken	1582733557504	1582733557810	OK	 
REQUEST	62		ResgasaToken	1582733557506	1582733557812	OK	 
REQUEST	40		ResgasaToken	1582733557495	1582733557811	OK	 
REQUEST	72		ResgasaToken	1582733557508	1582733557814	OK	 
REQUEST	43		ResgasaToken	1582733557497	1582733557814	OK	 
REQUEST	19		ResgasaToken	1582733557487	1582733557816	OK	 
REQUEST	17		ResgasaToken	1582733557486	1582733557814	OK	 
REQUEST	80		ResgasaToken	1582733557512	1582733557816	OK	 
REQUEST	38		ResgasaToken	1582733557501	1582733557815	OK	 
REQUEST	65		ResgasaToken	1582733557507	1582733557819	OK	 
REQUEST	46		ResgasaToken	1582733557511	1582733557820	OK	 
REQUEST	49		ResgasaToken	1582733557514	1582733557820	OK	 
REQUEST	64		ResgasaToken	1582733557505	1582733557820	OK	 
REQUEST	78		ResgasaToken	1582733557515	1582733557822	OK	 
REQUEST	59		ResgasaToken	1582733557504	1582733557822	OK	 
REQUEST	70		ResgasaToken	1582733557508	1582733557824	OK	 
REQUEST	51		ResgasaToken	1582733557501	1582733557824	OK	 
REQUEST	67		ResgasaToken	1582733557507	1582733557826	OK	 
REQUEST	41		ResgasaToken	1582733557495	1582733557822	OK	 
REQUEST	33		ResgasaToken	1582733557518	1582733557829	OK	 
REQUEST	52		ResgasaToken	1582733557501	1582733557830	OK	 
REQUEST	57		ResgasaToken	1582733557503	1582733557830	OK	 
REQUEST	69		ResgasaToken	1582733557508	1582733557830	OK	 
REQUEST	74		ResgasaToken	1582733557509	1582733557812	OK	 
REQUEST	37		ResgasaToken	1582733557494	1582733557832	OK	 
REQUEST	9		ResgasaToken	1582733557487	1582733557832	OK	 
REQUEST	68		ResgasaToken	1582733557507	1582733557832	OK	 
REQUEST	15		ResgasaToken	1582733557484	1582733557803	OK	 
REQUEST	53		ResgasaToken	1582733557502	1582733557834	OK	 
REQUEST	76		ResgasaToken	1582733557525	1582733557835	OK	 
REQUEST	71		ResgasaToken	1582733557519	1582733557836	OK	 
REQUEST	31		ResgasaToken	1582733557499	1582733557840	OK	 
REQUEST	35		ResgasaToken	1582733557493	1582733557833	OK	 
REQUEST	75		ResgasaToken	1582733557509	1582733557841	OK	 
REQUEST	63		ResgasaToken	1582733557505	1582733557843	OK	 
REQUEST	23		ResgasaToken	1582733557490	1582733557846	OK	 
REQUEST	58		ResgasaToken	1582733557503	1582733557834	OK	 
REQUEST	66		ResgasaToken	1582733557506	1582733557850	OK	 
REQUEST	42		ResgasaToken	1582733557496	1582733557853	OK	 
REQUEST	55		Pedido	1582733557825	1582733557999	KO	status.find.is(200), but actually found 500
REQUEST	10		Pedido	1582733557867	1582733557998	KO	status.find.is(200), but actually found 500
REQUEST	62		Pedido	1582733557900	1582733558157	KO	status.find.is(200), but actually found 500
REQUEST	56		Pedido	1582733557855	1582733599214	OK	 
REQUEST	1		Pedido	1582733557844	1582733610482	OK	 
REQUEST	4		Pedido	1582733557788	1582733612573	OK	 
REQUEST	26		Pedido	1582733557897	1582733612874	KO	status.find.is(200), but actually found 500
REQUEST	62		Pedido	1582733559178	1582733613247	KO	status.find.is(200), but actually found 500
REQUEST	17		Pedido	1582733557906	1582733613272	KO	status.find.is(200), but actually found 500
REQUEST	47		Pedido	1582733557870	1582733613837	KO	status.find.is(200), but actually found 500
REQUEST	29		Pedido	1582733557827	1582733613836	KO	status.find.is(200), but actually found 500
REQUEST	27		Pedido	1582733557820	1582733614641	KO	status.find.is(200), but actually found 500
REQUEST	7		Pedido	1582733557846	1582733616261	KO	status.find.is(200), but actually found 500
REQUEST	25		Pedido	1582733557822	1582733616311	KO	status.find.is(200), but actually found 500
REQUEST	39		Pedido	1582733557869	1582733616310	KO	status.find.is(200), but actually found 500
REQUEST	12		Pedido	1582733557874	1582733616559	KO	status.find.is(200), but actually found 500
REQUEST	24		Pedido	1582733557797	1582733616992	KO	status.find.is(200), but actually found 500
REQUEST	79		Pedido	1582733557862	1582733617305	OK	 
REQUEST	6		Pedido	1582733557818	1582733617827	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	48		Pedido	1582733557816	1582733617827	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	20		Pedido	1582733557829	1582733617838	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	3		Pedido	1582733557842	1582733617845	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	13		Pedido	1582733557848	1582733617849	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	50		Pedido	1582733557792	1582733617854	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	14		Pedido	1582733557852	1582733617854	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	18		Pedido	1582733557854	1582733617858	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	11		Pedido	1582733557857	1582733617859	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	73		Pedido	1582733557860	1582733617860	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	22		Pedido	1582733557864	1582733617864	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	45		Pedido	1582733557872	1582733617873	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	16		Pedido	1582733557876	1582733617876	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	61		Pedido	1582733557879	1582733617879	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	34		Pedido	1582733557877	1582733617878	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	44		Pedido	1582733557880	1582733617881	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	77		Pedido	1582733557884	1582733617884	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	36		Pedido	1582733557886	1582733617903	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	43		Pedido	1582733557902	1582733617903	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	30		Pedido	1582733557887	1582733617888	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	54		Pedido	1582733557893	1582733617911	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	38		Pedido	1582733557907	1582733617916	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	32		Pedido	1582733557882	1582733617883	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	46		Pedido	1582733557913	1582733617923	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	78		Pedido	1582733557916	1582733617926	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	28		Pedido	1582733557890	1582733617919	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	60		Pedido	1582733557899	1582733617931	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	21		Pedido	1582733557892	1582733617921	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	2		Pedido	1582733557894	1582733617909	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	65		Pedido	1582733557911	1582733617912	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	8		Pedido	1582733557889	1582733617926	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	19		Pedido	1582733557905	1582733617928	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	15		Pedido	1582733557929	1582733617929	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	5		Pedido	1582733557896	1582733617977	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	40		Pedido	1582733557901	1582733617969	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	72		Pedido	1582733557903	1582733617998	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	59		Pedido	1582733557915	1582733618000	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	52		Pedido	1582733557921	1582733617938	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	69		Pedido	1582733557924	1582733617984	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	74		Pedido	1582733557925	1582733617986	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	71		Pedido	1582733557932	1582733618019	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	49		Pedido	1582733557912	1582733617959	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	41		Pedido	1582733557920	1582733618032	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	31		Pedido	1582733557934	1582733618032	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	33		Pedido	1582733557921	1582733618037	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	57		Pedido	1582733557922	1582733618040	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	51		Pedido	1582733557917	1582733618048	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	67		Pedido	1582733557919	1582733618055	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	35		Pedido	1582733557933	1582733618057	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	80		Pedido	1582733557910	1582733618062	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	70		Pedido	1582733557918	1582733617971	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	58		Pedido	1582733557938	1582733618073	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	66		Pedido	1582733557939	1582733618079	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	42		Pedido	1582733557940	1582733618092	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	9		Pedido	1582733557926	1582733618094	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	68		Pedido	1582733557928	1582733618097	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	76		Pedido	1582733557931	1582733618100	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	63		Pedido	1582733557936	1582733618049	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	23		Pedido	1582733557937	1582733618105	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	64		Pedido	1582733557914	1582733618108	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	75		Pedido	1582733557935	1582733618121	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	24		Pedido	1582733617878	1582733618120	KO	status.find.is(200), but actually found 500
REQUEST	37		Pedido	1582733557925	1582733618102	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	53		Pedido	1582733557930	1582733618128	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	55		Pedido	1582733558909	1582733618910	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	10		Pedido	1582733559029	1582733619030	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	56		Pedido	1582733600219	1582733630263	KO	status.find.is(200), but actually found 500
REQUEST	4		Pedido	1582733613459	1582733644069	KO	status.find.is(200), but actually found 500
REQUEST	62		Pedido	1582733614259	1582733644274	KO	status.find.is(200), but actually found 500
REQUEST	17		Pedido	1582733614299	1582733644346	KO	status.find.is(200), but actually found 500
REQUEST	29		Pedido	1582733614739	1582733644757	KO	status.find.is(200), but actually found 500
REQUEST	15		Pedido	1582733618970	1582733659279	KO	status.find.is(200), but actually found 500
REQUEST	70		Pedido	1582733618999	1582733660078	KO	status.find.is(200), but actually found 500
REQUEST	5		Pedido	1582733618998	1582733660269	KO	status.find.is(200), but actually found 500
REQUEST	52		Pedido	1582733619028	1582733661069	KO	status.find.is(200), but actually found 500
REQUEST	34		Pedido	1582733618928	1582733661222	KO	status.find.is(200), but actually found 500
REQUEST	1		Pedido	1582733611499	1582733671499	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	77		Pedido	1582733618938	1582733672692	KO	status.find.is(200), but actually found 500
REQUEST	24		Pedido	1582733619120	1582733672837	KO	status.find.is(200), but actually found 500
REQUEST	68		Pedido	1582733619118	1582733673347	KO	status.find.is(200), but actually found 500
REQUEST	26		Pedido	1582733613900	1582733673901	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	37		Pedido	1582733619130	1582733674314	KO	status.find.is(200), but actually found 500
REQUEST	23		Pedido	1582733619128	1582733674355	KO	status.find.is(200), but actually found 500
REQUEST	75		Pedido	1582733619142	1582733674770	KO	status.find.is(200), but actually found 500
REQUEST	30		Pedido	1582733618907	1582733674817	KO	status.find.is(200), but actually found 500
REQUEST	47		Pedido	1582733614858	1582733674859	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	27		Pedido	1582733615539	1582733675540	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	7		Pedido	1582733617279	1582733675800	KO	status.find.is(200), but actually found 500
REQUEST	10		Pedido	1582733620028	1582733676715	KO	status.find.is(200), but actually found 500
REQUEST	45		Pedido	1582733618879	1582733677079	KO	status.find.is(200), but actually found 500
REQUEST	48		Pedido	1582733618858	1582733677195	KO	status.find.is(200), but actually found 500
REQUEST	25		Pedido	1582733617199	1582733677201	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	39		Pedido	1582733617339	1582733677340	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	12		Pedido	1582733617569	1582733677570	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	36		Pedido	1582733618939	1582733677864	KO	status.find.is(200), but actually found 500
REQUEST	11		Pedido	1582733618869	1582733678155	KO	status.find.is(200), but actually found 500
REQUEST	79		Pedido	1582733618318	1582733678318	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	6		Pedido	1582733618728	1582733678729	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	50		Pedido	1582733618729	1582733678733	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	20		Pedido	1582733618849	1582733678849	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	3		Pedido	1582733618858	1582733678858	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	73		Pedido	1582733618867	1582733678868	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	14		Pedido	1582733618868	1582733678870	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	13		Pedido	1582733618870	1582733678873	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	22		Pedido	1582733618878	1582733678879	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	18		Pedido	1582733618878	1582733678878	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	16		Pedido	1582733618888	1582733678889	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	61		Pedido	1582733618898	1582733678902	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	32		Pedido	1582733618899	1582733678903	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	44		Pedido	1582733618917	1582733678918	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	54		Pedido	1582733618928	1582733678929	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	38		Pedido	1582733618940	1582733678940	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
REQUEST	46		Pedido	1582733618940	1582733678942	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to ws.resgasa.com.ec/190.12.0.158:89 after 60000 ms
